,book_title,author,link,price_no_disc,price_with_disc
1167,FreeCAD: Solid Modeling with the power of Python with this...,Daniel Falck and Brad Collette,https://bookshop.org//books/freecad-solid-modeling-with-the-power-of-python-with-this-book-and-ebook/9781849518864,$23.99,$23.99
1168,Python for Beginners: An Introduction to Learn Python...,Nathan Metzler,https://bookshop.org//books/python-for-beginners-an-introduction-to-learn-python-programming-with-tutorials-and-hands-on-examples/9781973108795,$6.95,$6.95
1169,Python Programming: Your Beginner's Guide To Easily Learn...,Icode Academy,https://bookshop.org//books/python-programming-your-beginner-s-guide-to-easily-learn-python-in-7-days/9781549578830,$17.95,$17.95
1170,Black-Headed Python: The Ultimate Guide On How To Care For...,Stella Maya,https://bookshop.org//books/black-headed-python-the-ultimate-guide-on-how-to-care-for-black-headed-python/9798718367058,$6.00,$6.00
1171,Python para principiantes: Aprender lenguaje de programación...,John Bach,https://bookshop.org//books/python-para-principiantes-aprender-lenguaje-de-programacion-python-paso-a-paso/9798717997201,$12.99,$12.99
1172,Carpet Python: The Best Guide To Understand Everything About...,Charles Hudson,https://bookshop.org//books/carpet-python-the-best-guide-to-understand-everything-about-carpet-python/9798718306088,$6.90,$6.90
1173,"Python Programming For Kids: A Complete, Step-by-Step Guide...",Liam Foster,https://bookshop.org//books/python-programming-for-kids-a-complete-step-by-step-guide-to-python-programming-for-kids/9781801490535,$18.99,$17.47
1174,"Python Data Analysis: Comprehensive Guide to Data Science,...",Alex Campbell,https://bookshop.org//books/python-data-analysis-comprehensive-guide-to-data-science-analytics-and-metrics-with-python/9798691967320,$14.95,$14.95
1175,Python Programming: For the Beginners (An Introduction to the...,Joseph Langston,https://bookshop.org//books/python-programming-for-the-beginners-an-introduction-to-the-python-computer-language-and-computer-programming/9781688132269,$9.99,$9.99
1176,Python Programming: The Quick Guide to Learn and Master...,Jason Greg,https://bookshop.org//books/python-programming-the-quick-guide-to-learn-and-master-python-programming-faster/9781687774712,$6.99,$6.99
1177,Python für Anfänger: Python Programmiersprache Schritt für...,John Bach,https://bookshop.org//books/python-fur-anfanger-python-programmiersprache-schritt-fur-schritt-lernen/9798717996730,$12.99,$12.99
1178,"Learning Python: A Hands-On, Project-Based Introduction To...",Glenna Whittier,https://bookshop.org//books/learning-python-a-hands-on-project-based-introduction-to-programming-python-programming-book/9798731742436,$8.99,$8.99
1179,Python For Data Analysis: A Practical Guide for manipulating...,Deborah Oliver,https://bookshop.org//books/python-for-data-analysis-a-practical-guide-for-manipulating-and-processing-datasets-in-python/9781704659541,$13.99,$13.99
1180,Mastering Large Datasets with Python: Parallelize and...,John T. Wolohan,https://bookshop.org//books/mastering-large-datasets-with-python-parallelize-and-distribute-your-python-code/9781617296239,$49.99,$49.99
1181,Introduction To Computer Science: Programming Using Python:...,Anette Lutjen,https://bookshop.org//books/introduction-to-computer-science-programming-using-python-learn-python/9798536017173,$8.99,$8.99
1182,"Reticulated Python: Reticulated Python Care, Feeding, Diet,...",Emily Donald,https://bookshop.org//books/reticulated-python-reticulated-python-care-feeding-diet-temperament-interaction-and-vaccination/9798533274623,$6.99,$6.99
1183,"Ball Python: Everything You Need To Know About Ball Python,...",Emily Donald,https://bookshop.org//books/ball-python-everything-you-need-to-know-about-ball-python-encyclopedia/9798534294125,$6.99,$6.99
1184,Python voor beginners: Leer stap voor stap...,John Bach,https://bookshop.org//books/python-voor-beginners-leer-stap-voor-stap-python-programmeertaal/9798718000726,$12.00,$12.00
1185,Data Science Crash Course for Beginners with Python:...,Ai Publishing,https://bookshop.org//books/data-science-crash-course-for-beginners-with-python-fundamentals-and-practices-with-python/9781734790146,$16.99,$16.99
1186,Python: Fundamental Hints and Tips to Kick Start Your Python...,John McMurphy,https://bookshop.org//books/python-fundamental-hints-and-tips-to-kick-start-your-python-skills/9781539705512,$9.38,$9.38
1187,Python Programming: An Easy and Comprehensive Guide to Learn...,John P. Newton,https://bookshop.org//books/python-programming-an-easy-and-comprehensive-guide-to-learn-python-programming-language/9781545541180,$11.35,$11.35
1188,Python My Bestie: an easy and efficient way to learn python,Er Kumar Anurag,https://bookshop.org//books/python-my-bestie-an-easy-and-efficient-way-to-learn-python/9798630267573,$32.00,$32.00
1189,Python Programming Learning Secret: Learn Python Basic Coding...,Abiola Ayoola,https://bookshop.org//books/python-programming-learning-secret-learn-python-basic-coding-lines/9798612895381,$19.76,$19.76
1190,Start Python From Here: Learn All Of things About Python with...,Zizi,https://bookshop.org//books/start-python-from-here-learn-all-of-things-about-python-with-examples/9798600724907,$19.99,$19.99
1191,Python Tips and Tricks: Improve Your Python Experience in...,Mathias Carlsson,https://bookshop.org//books/python-tips-and-tricks-improve-your-python-experience-in-writing-better-codes/9798642934548,$13.99,$13.99
1192,Always Be Yourself Unless You Can Be A Python Then Be A...,Blue Cloud Novelty,https://bookshop.org//books/always-be-yourself-unless-you-can-be-a-python-then-be-a-python-glucose-monitoring-log/9781679679087,$6.99,$6.99
1193,Python: Academy - The Stress Free Way to Learning Python...,It Academy,https://bookshop.org//books/python-academy-the-stress-free-way-to-learning-python-inside-out-beginner/9781523825073,$12.99,$12.99
1194,Python Data Analytics: The Ultimate Guide to Learn Python...,Ethan Williams,https://bookshop.org//books/python-data-analytics-the-ultimate-guide-to-learn-python-data-analytics/9781686688164,$19.99,$19.99
1195,Python the No-Bullsh*t Guide: Learn Python Programming Within...,Cyberpunk University,https://bookshop.org//books/python-the-no-bullsh-t-guide-learn-python-programming-within-12-hours/9781542397292,$10.23,$10.23
1196,Machine Learning in Python: Hands on Machine Learning with...,Bob Mather,https://bookshop.org//books/machine-learning-in-python-hands-on-machine-learning-with-python-tools-concepts-and-techniques-9781922300836/9781922300034,$19.99,$19.99
1197,"Python Programming: Fluent In Python - Code Examples, Tips &...",Hacking Studios,https://bookshop.org//books/python-programming-fluent-in-python-code-examples-tips-trick-for-beginners/9789198630879,$11.97,$11.97
1198,Python for Beginners: An Introduction to Learn Python...,Nathan Metzler,https://bookshop.org//books/python-for-beginners-an-introduction-to-learn-python-programming-with-tutorials-and-hands-on-examples/9781973108795,$6.95,$6.95
1199,Python Programming: Your Beginner's Guide To Easily Learn...,Icode Academy,https://bookshop.org//books/python-programming-your-beginner-s-guide-to-easily-learn-python-in-7-days/9781549578830,$17.95,$17.95
1200,Black-Headed Python: The Ultimate Guide On How To Care For...,Stella Maya,https://bookshop.org//books/black-headed-python-the-ultimate-guide-on-how-to-care-for-black-headed-python/9798718367058,$6.00,$6.00
1201,Python para principiantes: Aprender lenguaje de programación...,John Bach,https://bookshop.org//books/python-para-principiantes-aprender-lenguaje-de-programacion-python-paso-a-paso/9798717997201,$12.99,$12.99
1202,Carpet Python: The Best Guide To Understand Everything About...,Charles Hudson,https://bookshop.org//books/carpet-python-the-best-guide-to-understand-everything-about-carpet-python/9798718306088,$6.90,$6.90
1203,"Python Programming For Kids: A Complete, Step-by-Step Guide...",Liam Foster,https://bookshop.org//books/python-programming-for-kids-a-complete-step-by-step-guide-to-python-programming-for-kids/9781801490535,$18.99,$17.47
1204,"Python Data Analysis: Comprehensive Guide to Data Science,...",Alex Campbell,https://bookshop.org//books/python-data-analysis-comprehensive-guide-to-data-science-analytics-and-metrics-with-python/9798691967320,$14.95,$14.95
1205,Python Programming: For the Beginners (An Introduction to the...,Joseph Langston,https://bookshop.org//books/python-programming-for-the-beginners-an-introduction-to-the-python-computer-language-and-computer-programming/9781688132269,$9.99,$9.99
1206,Python Programming: The Quick Guide to Learn and Master...,Jason Greg,https://bookshop.org//books/python-programming-the-quick-guide-to-learn-and-master-python-programming-faster/9781687774712,$6.99,$6.99
1207,Python für Anfänger: Python Programmiersprache Schritt für...,John Bach,https://bookshop.org//books/python-fur-anfanger-python-programmiersprache-schritt-fur-schritt-lernen/9798717996730,$12.99,$12.99
1208,Data Structures Using Python,Atluri Lakshmi,https://bookshop.org//books/data-structures-using-python/9786202528306,$60.00,$60.00
1209,Mastering Python for Finance,James Ma,https://bookshop.org//books/mastering-python-for-finance-9781784394516/9781784394516,$59.99,$59.99
1210,Cloud Native Python,Manish Sethi,https://bookshop.org//books/cloud-native-python/9781787129313,$59.99,$59.99
1211,Understanding Coding with Python,Patricia Harris,https://bookshop.org//books/understanding-coding-with-python-9781508144748/9781508144748,$11.75,$11.75
1212,Hands-On Ensemble Learning with Python,George Kyriakides and Konstantinos G. Margaritis,https://bookshop.org//books/hands-on-ensemble-learning-with-python/9781789612851,$47.99,$47.99
1213,Getting Started with Python,"Benjamin Baka, Fabrizio Romano,  et al.",https://bookshop.org//books/getting-started-with-python/9781838551919,$59.99,$59.99
1214,Programmation en Python,Tanmay Arora,https://bookshop.org//books/programmation-en-python/9786202848213,$45.00,$45.00
1215,Python Business Intelligence Cookbook,Robert Dempsey,https://bookshop.org//books/python-business-intelligence-cookbook/9781785287466,$47.99,$47.99
1216,Learn Python in a weekend,Sheila Córcoles and Alfredo Moreno,https://bookshop.org//books/learn-python-in-a-weekend/9798558612820,$8.99,$8.99
1217,Learn Python for beginners,Ayoub Braiki,https://bookshop.org//books/learn-python-for-beginners/9798640804454,$5.99,$5.99
1218,Monty Python at Work,Michael Palin,https://bookshop.org//books/monty-python-at-work/9781848423602,$20.95,$20.95
1219,Python: A Step by Step for Beginners,Tom Tiffel,https://bookshop.org//books/python-a-step-by-step-for-beginners/9781517702038,$6.99,$6.99
1220,Hands-On GPU Computing with Python,Avimanyu Bandyopadhyay,https://bookshop.org//books/hands-on-gpu-computing-with-python/9781789341072,$47.99,$47.99
1221,Pillow: Image Processing with Python,Michael Driscoll,https://bookshop.org//books/pillow-image-processing-with-python/9798585391583,$69.00,$69.00
1222,Python Practical Guide,MS Ripal D. Ranpara Rdr,https://bookshop.org//books/python-practical-guide/9781548057930,$6.43,$6.43
1223,Distributed Programming with Python,Duncan Grisby,https://bookshop.org//books/distributed-programming-with-python/9780596002930,$44.95,$41.35
1224,Python Data Analysis,Ivan Idris,https://bookshop.org//books/python-data-analysis/9781783553358,$59.99,$59.99
1225,Learning Python Data Visualization,Chad Adams,https://bookshop.org//books/learning-python-data-visualization/9781783553334,$57.59,$57.59
1226,Start Programming with Python,James Kelley,https://bookshop.org//books/start-programming-with-python/9781537272092,$8.49,$8.49
1227,Python: The Ultimate Beginner's Guide,Lee Maxwell,https://bookshop.org//books/python-the-ultimate-beginner-s-guide/9781542313759,$11.38,$11.38
1228,Learn Python 3 Easily,Leonel Peña,https://bookshop.org//books/learn-python-3-easily/9798712780273,$19.99,$19.99
1229,Python Standard Library [With CDROM],Fredrik Lundh,https://bookshop.org//books/python-standard-library-with-cdrom/9780596000967,$29.95,$27.55
1230,Interactive Data Visualization with Python,"Abha Belorkar, Sharath Chandra Guntuku,  et al.",https://bookshop.org//books/interactive-data-visualization-with-python-83fe6ffb-9efd-423d-a633-49b2f3ea47d0/9781838648350,$41.99,$41.99
1231,Python for Experimental Psychologists,Edwin Dalmaijer,https://bookshop.org//books/python-for-experimental-psychologists/9781138671560,$160.00,$160.00
1232,Introduction to Python Programming,Veena A and Gowrishankar S,https://bookshop.org//books/introduction-to-python-programming/9780815394372,$190.00,$190.00
1233,Introduction to Computational Models with Python,Jose M. Garrido,https://bookshop.org//books/introduction-to-computational-models-with-python/9781498712033,$156.00,$156.00
1234,Pythons: 150 Lined Pages,Wild Pages Press,https://bookshop.org//books/pythons-150-lined-pages/9781729612125,$6.99,$6.99
1235,Python Simply In Depth,Ajit Singh,https://bookshop.org//books/python-simply-in-depth-9798530404689/9798530404689,$16.67,$16.67
1236,The Eric Carle Ready-To-Read Collection: Have You Seen My...,Eric Carle,https://bookshop.org//books/the-eric-carle-ready-to-read-collection-have-you-seen-my-cat-the-greedy-python-pancakes-pancakes-rooster-is-off-to-see-the-world-a-house-for-hermi/9781481416320,$15.99,$14.71
1237,Ciencia de Datos Python: Una guía definitiva para que los...,Christopher Wilkinson,https://bookshop.org//books/ciencia-de-datos-python-una-guia-definitiva-para-que-los-principiantes-aprendan-los-fundamentos-de-la-ciencia-de-datos-con-python-libro-en-esp/9781654192389,$19.99,$19.99
1238,Intro to Python for Computer Science and Data Science:...,Harvey Deitel and Paul Deitel,https://bookshop.org//books/intro-to-python-for-computer-science-and-data-science-learning-to-program-with-ai-big-data-and-the-cloud/9780135404676,$86.65,$86.65
1239,Monty Python Vs the World: How Monty Python Accidentally...,Jim Yoakum,https://bookshop.org//books/monty-python-vs-the-world-how-monty-python-accidentally-changed-the-world/9781470008208,$9.99,$9.99
1240,Programming for Computations: Python: A Gentle Introduction...,Svein Linge and Hans Petter Langtangen,https://bookshop.org//books/programming-for-computations-python-a-gentle-introduction-to-numerical-simulations-with-python/9783319812823,$59.99,$59.99
1241,Blood Python Care: The Ultimate Guide To Breed Blood Python.,Christopher Jose,https://bookshop.org//books/blood-python-care-the-ultimate-guide-to-breed-blood-python/9798570093560,$6.90,$6.90
1242,Coding in Python: A Comprehensive Beginners Guide to Learn...,Robert C. Matthews,https://bookshop.org//books/coding-in-python-a-comprehensive-beginners-guide-to-learn-the-realms-of-coding-in-python-9798553724740/9798553724740,$19.99,$19.99
1243,Python Fastlane Crash Course: The Smart Way To Learn Python...,Martin Goldmeyr,https://bookshop.org//books/python-fastlane-crash-course-the-smart-way-to-learn-python-proramming/9798633014228,$14.20,$14.20
1244,Hacking with Python: The Slickster's Guide to Hacking Secure...,Logan Styles,https://bookshop.org//books/hacking-with-python-the-slickster-s-guide-to-hacking-secure-networks-with-python/9781543273250,$16.38,$16.38
1245,Python Programming: Become an Expert at Python Today with...,Nick Goddard,https://bookshop.org//books/python-programming-become-an-expert-at-python-today-with-step-by-step-instructions-for-beginners/9781533337771,$15.99,$15.99
1246,Selenium Webdriver Recipes in Python: The Problem Solving...,Zhimin Zhan,https://bookshop.org//books/selenium-webdriver-recipes-in-python-the-problem-solving-guide-to-selenium-webdriver-in-python-9781514256572/9781514256572,$18.95,$18.95
1247,The Ultimate Python Beginner's Handbook: Your First Steps:...,Laurence Semper,https://bookshop.org//books/the-ultimate-python-beginner-s-handbook-your-first-steps-official-python-guide/9798726512747,$9.99,$9.99
1248,Boelen's Python: Everything You Need To Know About Boelen's...,Sophie Evan,https://bookshop.org//books/boelen-s-python-everything-you-need-to-know-about-boelen-s-python/9798724286862,$6.50,$6.50
1249,P for Python: Learn the basic vocabs of the Python...,Hobbypress Tomorrowskills and Chak Tin Yu,https://bookshop.org//books/p-for-python-learn-the-basic-vocabs-of-the-python-programming-language/9798655264632,$9.94,$9.94
1250,Foundations of Python Network Programming: The Comprehensive...,"John Goerzen, Tim Bower,  et al.",https://bookshop.org//books/foundations-of-python-network-programming-the-comprehensive-guide-to-building-network-applications-with-python/9781430230038,$59.99,$59.99
1251,Advanced Python Programming,Robert Method Karamagi,https://bookshop.org//books/advanced-python-programming-9798699711352/9798699711352,$30.00,$30.00
1252,Learn PyGTK: Python Technologies,Hasan Ansari,https://bookshop.org//books/learn-pygtk-python-technologies/9798663560597,$9.99,$9.99
1253,Python Machine Learning,Wei-Meng Lee,https://bookshop.org//books/python-machine-learning-9781119557500/9781119545637,$40.00,$40.00
1254,Machine Learning with Python,"T. Jayasankar, K. Vinoth Kumar,  et al.",https://bookshop.org//books/machine-learning-with-python-9786200788177/9786200788177,$60.00,$60.00
1255,Data Science and Analytics with Python,Jesus Rogel-Salazar,https://bookshop.org//books/data-science-and-analytics-with-python/9781498742092,$64.95,$64.95
1256,Fundamentals of Python: Data Structures,Kenneth Lambert,https://bookshop.org//books/fundamentals-of-python-data-structures-9780357122754/9780357122754,$199.95,$199.95
1257,Python GUI Programming with Tkinter: Develop responsive and...,Alan D. Moore,https://bookshop.org//books/python-gui-programming-with-tkinter-develop-responsive-and-powerful-gui-applications-with-tkinter/9781788835886,$53.99,$53.99
1258,Traefik API Gateway for Microservices: With Java and Python...,Rahul Sharma and Akshay Mathur,https://bookshop.org//books/traefik-api-gateway-for-microservices-with-java-and-python-microservices-deployed-in-kubernetes/9781484263754,$39.99,$36.79
1259,Python: Python Programming for Beginners - The Comprehensive...,Adam Stark,https://bookshop.org//books/python-python-programming-for-beginners-the-comprehensive-guide-to-python-programming-computer-programming-computer-langu/9781537010953,$10.47,$10.47
1260,Python Programming: : 2 in 1 Ultimate Value Python Guide...,Ronald Olsen,https://bookshop.org//books/python-programming-2-in-1-ultimate-value-python-guide-learn-python-series-30-exercises-and-challenges-included/9781975931636,$24.99,$24.99
1261,Python Programming for Beginners: A guide to Python computer...,Joe Benton,https://bookshop.org//books/python-programming-for-beginners-a-guide-to-python-computer-language-computer-programming-and-learning-python-fast/9781511787451,$14.99,$14.99
1262,Maya Python for Games and Film: A Complete Reference for Maya...,Adam Mechtley and Ryan Trowbridge,https://bookshop.org//books/maya-python-for-games-and-film-a-complete-reference-for-maya-python-and-the-maya-python-api/9780123785787,$81.95,$81.95
1263,Basic Python Skills: How To Learn Python Step-By-Step: Good...,Abel Proctor,https://bookshop.org//books/basic-python-skills-how-to-learn-python-step-by-step-good-way-to-learn-python/9798728095477,$8.99,$8.99
1264,Raspberry Pi Python Install: Programming Raspberry Pi With...,Kareem Lembo,https://bookshop.org//books/raspberry-pi-python-install-programming-raspberry-pi-with-python-python-raspberry-pi-tutorial-pdf/9798729152186,$10.99,$10.99
1265,Machine Learning Python: Beginner's Guide to Machine Learning...,Nexcod Publishing,https://bookshop.org//books/machine-learning-python-beginner-s-guide-to-machine-learning-with-python-introduction-to-machine-learning-using-python/9781078103459,$12.00,$12.00
1266,Python Programming for Beginners: The Ultimate Guide for...,Amz Publishing,https://bookshop.org//books/python-programming-for-beginners-the-ultimate-guide-for-beginners-to-learn-python-programming-crash-course-on-python-programming-for-beginners/9798536636619,$16.99,$16.99
1267,El if(Untrue): Book 1 Question Arc,Anthony Python,https://bookshop.org//books/el-if-untrue-book-1-question-arc/9780578534862,$6.00,$6.00
1268,"Snake Coloring Book For Men, Women Adults & Teens...",Cobra Python,https://bookshop.org//books/snake-coloring-book-for-men-women-adults-teens-stress-relief-jumbo-coloring-activity-python-book-discover-this-snakes-coloring-book-for-kids-ch/9798563894969,$7.99,$7.99
1269,Python programming for beginners: After work guide to start...,Michail Kölling and Coding Hood,https://bookshop.org//books/python-programming-for-beginners-after-work-guide-to-start-learning-python-on-your-own-ideal-for-beginners-to-study-coding-with-hands-on-exercises-a/9781990151057,$19.99,$18.39
1270,Python Programming for Beginners: A Step-by-Step Guide to...,Julian James McKinnon,https://bookshop.org//books/python-programming-for-beginners-a-step-by-step-guide-to-learn-one-of-the-most-popular-and-easy-programming-languages-learn-basic-python-coding-fast/9798612158325,$18.33,$18.33
1271,Blood Python Care: The Ultimate Guide To Breed Blood Python.,Christopher Jose,https://bookshop.org//books/blood-python-care-the-ultimate-guide-to-breed-blood-python/9798570093560,$6.90,$6.90
1272,Coding in Python: A Comprehensive Beginners Guide to Learn...,Robert C. Matthews,https://bookshop.org//books/coding-in-python-a-comprehensive-beginners-guide-to-learn-the-realms-of-coding-in-python-9798553724740/9798553724740,$19.99,$19.99
1273,Python Fastlane Crash Course: The Smart Way To Learn Python...,Martin Goldmeyr,https://bookshop.org//books/python-fastlane-crash-course-the-smart-way-to-learn-python-proramming/9798633014228,$14.20,$14.20
1274,Hacking with Python: The Slickster's Guide to Hacking Secure...,Logan Styles,https://bookshop.org//books/hacking-with-python-the-slickster-s-guide-to-hacking-secure-networks-with-python/9781543273250,$16.38,$16.38
1275,Python Programming: Become an Expert at Python Today with...,Nick Goddard,https://bookshop.org//books/python-programming-become-an-expert-at-python-today-with-step-by-step-instructions-for-beginners/9781533337771,$15.99,$15.99
1276,Selenium Webdriver Recipes in Python: The Problem Solving...,Zhimin Zhan,https://bookshop.org//books/selenium-webdriver-recipes-in-python-the-problem-solving-guide-to-selenium-webdriver-in-python-9781514256572/9781514256572,$18.95,$18.95
1277,The Ultimate Python Beginner's Handbook: Your First Steps:...,Laurence Semper,https://bookshop.org//books/the-ultimate-python-beginner-s-handbook-your-first-steps-official-python-guide/9798726512747,$9.99,$9.99
1278,Boelen's Python: Everything You Need To Know About Boelen's...,Sophie Evan,https://bookshop.org//books/boelen-s-python-everything-you-need-to-know-about-boelen-s-python/9798724286862,$6.50,$6.50
1279,P for Python: Learn the basic vocabs of the Python...,Chak Tin Yu and Hobbypress Tomorrowskills,https://bookshop.org//books/p-for-python-learn-the-basic-vocabs-of-the-python-programming-language/9798655264632,$9.94,$9.94
1280,Foundations of Python Network Programming: The Comprehensive...,"John Goerzen, Tim Bower,  et al.",https://bookshop.org//books/foundations-of-python-network-programming-the-comprehensive-guide-to-building-network-applications-with-python/9781430230038,$59.99,$59.99
1281,Learn Python in 1 Day: Complete Python Guide with Examples,Krishna Rungta,https://bookshop.org//books/learn-python-in-1-day-complete-python-guide-with-examples/9781729235584,$9.99,$9.99
1282,The Python Playbook: The Ultimate Playbook To Mastering The...,Jane Joper,https://bookshop.org//books/the-python-playbook-the-ultimate-playbook-to-mastering-the-basic-of-python-from-beginners-to-expert/9798501976856,$11.99,$11.99
1283,The Beginner's Guide to Python: Learn Python...,Peter Smith,https://bookshop.org//books/the-beginner-s-guide-to-python-learn-python-beginner-friendly-lessons/9798506481720,$11.99,$11.99
1284,Python Programming: A Beginner;s Guide to Become a Master...,Edward Frandsen,https://bookshop.org//books/python-programming-a-beginner-s-guide-to-become-a-master-python-programmer/9798738963759,$6.99,$6.99
1285,Programming For Everybody: Getting Started With Python: Learn...,Hobert Hofheimer,https://bookshop.org//books/programming-for-everybody-getting-started-with-python-learn-python-programming/9798536030448,$8.99,$8.99
1286,Introduction to Python 3: A Practical Guide for Python 3: An...,Hong Lei,https://bookshop.org//books/introduction-to-python-3-a-practical-guide-for-python-3-an-object-oriented-programming/9798501684812,$15.99,$15.99
1287,Effective Python Development for Biologists: Tools and...,Dr Martin Jones,https://bookshop.org//books/effective-python-development-for-biologists-tools-and-techniques-for-building-biological-programs/9781539103035,$39.00,$39.00
1288,Python Projects for Kids,Jessica Ingrassellino,https://bookshop.org//books/python-projects-for-kids/9781782175063,$41.99,$41.99
1289,Python Geospatial Analysis Essentials,Erik Westra,https://bookshop.org//books/python-geospatial-analysis-essentials/9781782174516,$41.99,$41.99
1290,An Introduction to Programming Using Python,David Schneider,https://bookshop.org//books/an-introduction-to-programming-using-python/9780134058221,$126.65,$126.65
1291,The Spirit of Python: The Slave Master,Shawn Beaton,https://bookshop.org//books/the-spirit-of-python-the-slave-master/9781731562272,$9.99,$9.99
1292,Programming Concepts in Python,Robert Burns,https://bookshop.org//books/programming-concepts-in-python/9781503575554,$29.99,$29.99
1293,Python Programming: For the Beginners (An Introduction to the...,Joseph Langston,https://bookshop.org//books/python-programming-for-the-beginners-an-introduction-to-the-python-computer-language-and-computer-programming/9781688132269,$9.99,$9.99
1294,Python Programming: The Quick Guide to Learn and Master...,Jason Greg,https://bookshop.org//books/python-programming-the-quick-guide-to-learn-and-master-python-programming-faster/9781687774712,$6.99,$6.99
1295,Python Programming: Your Beginner's Guide To Easily Learn...,Icode Academy,https://bookshop.org//books/python-programming-your-beginner-s-guide-to-easily-learn-python-in-7-days/9781549578830,$17.95,$17.95
1296,"Python Programming: Fluent In Python - Code Examples, Tips &...",Hacking Studios,https://bookshop.org//books/python-programming-fluent-in-python-code-examples-tips-trick-for-beginners/9789198630879,$11.97,$11.97
1297,Black-Headed Python: The Ultimate Guide On How To Care For...,Stella Maya,https://bookshop.org//books/black-headed-python-the-ultimate-guide-on-how-to-care-for-black-headed-python/9798718367058,$6.00,$6.00
1298,Python para principiantes: Aprender lenguaje de programación...,John Bach,https://bookshop.org//books/python-para-principiantes-aprender-lenguaje-de-programacion-python-paso-a-paso/9798717997201,$12.99,$12.99
1299,Carpet Python: The Best Guide To Understand Everything About...,Charles Hudson,https://bookshop.org//books/carpet-python-the-best-guide-to-understand-everything-about-carpet-python/9798718306088,$6.90,$6.90
1300,Python für Anfänger: Python Programmiersprache Schritt für...,John Bach,https://bookshop.org//books/python-fur-anfanger-python-programmiersprache-schritt-fur-schritt-lernen/9798717996730,$12.99,$12.99
1301,Machine Learning in Python: Hands on Machine Learning with...,Bob Mather,https://bookshop.org//books/machine-learning-in-python-hands-on-machine-learning-with-python-tools-concepts-and-techniques-9781922300836/9781922300034,$19.99,$19.99
1302,Python the No-Bullsh*t Guide: Learn Python Programming Within...,Cyberpunk University,https://bookshop.org//books/python-the-no-bullsh-t-guide-learn-python-programming-within-12-hours/9781542397292,$10.23,$10.23
1303,Smack Python Programming: completely friendly way to learn...,Ryan Adams,https://bookshop.org//books/smack-python-programming-completely-friendly-way-to-learn-python-fast-for-beginners/9781719174947,$9.99,$9.99
1304,Python Mastery: A Code Like a Pro Guide for Python Beginners,Jonathan Bates,https://bookshop.org//books/python-mastery-a-code-like-a-pro-guide-for-python-beginners/9781535533027,$12.99,$12.99
1305,Python Data Analytics: The Ultimate Guide to Learn Python...,Ethan Williams,https://bookshop.org//books/python-data-analytics-the-ultimate-guide-to-learn-python-data-analytics/9781686688164,$19.99,$19.99
1306,Start Python From Here: Learn All Of things About Python with...,Zizi,https://bookshop.org//books/start-python-from-here-learn-all-of-things-about-python-with-examples/9798600724907,$19.99,$19.99
1307,Python My Bestie: an easy and efficient way to learn python,Er Kumar Anurag,https://bookshop.org//books/python-my-bestie-an-easy-and-efficient-way-to-learn-python/9798630267573,$32.00,$32.00
1308,Python Machine Learning For Beginners: Python Machine...,Ken Douglas,https://bookshop.org//books/python-machine-learning-for-beginners-python-machine-learning-from-scratch/9798621456092,$12.00,$12.00
1309,Always Be Yourself Unless You Can Be A Python Then Be A...,Blue Cloud Novelty,https://bookshop.org//books/always-be-yourself-unless-you-can-be-a-python-then-be-a-python-glucose-monitoring-log/9781679679087,$6.99,$6.99
1310,Programming with Python: An Easy to Understand Beginners...,Marc Stanford,https://bookshop.org//books/programming-with-python-an-easy-to-understand-beginners-guide-to-coding-with-python/9781696419642,$12.55,$12.55
1311,Python Programming Learning Secret: Learn Python Basic Coding...,Abiola Ayoola,https://bookshop.org//books/python-programming-learning-secret-learn-python-basic-coding-lines/9798612895381,$19.76,$19.76
1312,"Python Programming For Kids: A Complete, Step-by-Step Guide...",Liam Foster,https://bookshop.org//books/python-programming-for-kids-a-complete-step-by-step-guide-to-python-programming-for-kids/9781801490535,$18.99,$17.47
1313,Python for Beginners: An Introduction to Learn Python...,Nathan Metzler,https://bookshop.org//books/python-for-beginners-an-introduction-to-learn-python-programming-with-tutorials-and-hands-on-examples/9781973108795,$6.95,$6.95
1314,Python Crash Course + Hacking,Pg Wizard Books,https://bookshop.org//books/python-crash-course-hacking/9781545107119,$9.79,$9.79
1315,Aprender a programar en Python,Victor Hernandez,https://bookshop.org//books/aprender-a-programar-en-python/9781071446584,$14.20,$14.20
1316,Edward and the Canvas Python,David C. Perry,https://bookshop.org//books/edward-and-the-canvas-python/9781983627620,$6.00,$6.00
1317,Python for Mere Mortals,Nick Chase,https://bookshop.org//books/python-for-mere-mortals/9781092357043,$14.99,$14.99
1318,Coder Cole: Python,Cole Hersowitz,https://bookshop.org//books/coder-cole-python/9781544150222,$15.99,$15.99
1319,Learn to Program with Python,Irv Kalb,https://bookshop.org//books/learn-to-program-with-python-9781484221730/9781484221730,$24.99,$24.99
1320,Mastering Python Regular Expressions,Victor Romero and Felix Lopez,https://bookshop.org//books/mastering-python-regular-expressions/9781783283156,$29.99,$29.99
1321,Big Data Analysis with Python,"Ankit Shukla, Ivan Marin,  et al.",https://bookshop.org//books/big-data-analysis-with-python/9781789955286,$35.99,$35.99
1322,Python Application Programming,"Ravi R, Tino Merlin R,  et al.",https://bookshop.org//books/python-application-programming/9786138948933,$97.00,$97.00
